sample,fasta
Cellulophaga_algicola_DSM_14237_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Cellulophaga_algicola_DSM_14237_genomic.fasta
Cellulophaga_baltica_18_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Cellulophaga_baltica_18_genomic.fasta
Cellulophaga_baltica_NN016038_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Cellulophaga_baltica_NN016038_genomic.fasta
Cellulophaga_lytica_DSM_7489_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Cellulophaga_lytica_DSM_7489_genomic.fasta
Cellulophaga_lytica_strain_DAU203_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Cellulophaga_lytica_strain_DAU203_genomic.fasta
Cellulophaga_lytica_strain_HI1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Cellulophaga_lytica_strain_HI1_genomic.fasta
Cenarchaeum_symbiosum_A_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Cenarchaeum_symbiosum_A_genomic.fasta
Chlorobium_phaeobacteroides_BS1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Chlorobium_phaeobacteroides_BS1_genomic.fasta
Chlorobium_phaeovibrioides_DSM_265_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Chlorobium_phaeovibrioides_DSM_265_genomic.fasta
Chloroherpeton_thalassium_ATCC_35110_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Chloroherpeton_thalassium_ATCC_35110_genomic.fasta
Chromohalobacter_salexigens_DSM_3043_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Chromohalobacter_salexigens_DSM_3043_genomic.fasta
Citromicrobium_sp_JL477_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Citromicrobium_sp_JL477_genomic.fasta
Clostridium_botulinum_202F_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Clostridium_botulinum_202F_genomic.fasta
Clostridium_stercorarium_subsp_thermolacticum_DSM_,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Clostridium_stercorarium_subsp_thermolacticum_DSM_2910_genomic.fasta
Colwellia_psychrerythraea_34H_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Colwellia_psychrerythraea_34H_genomic.fasta
Colwellia_sp_MT41_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Colwellia_sp_MT41_genomic.fasta
Colwellia_sp_PAMC_20917_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Colwellia_sp_PAMC_20917_genomic.fasta
Confluentimicrobium_sp_EMB200-NS6_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Confluentimicrobium_sp_EMB200-NS6_genomic.fasta
Coraliomargarita_akajimensis_DSM_45221_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Coraliomargarita_akajimensis_DSM_45221_genomic.fasta
Corynebacterium_marinum_DSM_44953_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Corynebacterium_marinum_DSM_44953_genomic.fasta
Corynebacterium_maris_DSM_45190_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Corynebacterium_maris_DSM_45190_genomic.fasta
Corynebacterium_phocae_strain_M408_89_1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Corynebacterium_phocae_strain_M408_89_1_genomic.fasta
Corynebacterium_sphenisci_DSM_44792_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Corynebacterium_sphenisci_DSM_44792_genomic.fasta
Corynebacterium_stationis_strain_622_DSM_20302_gen,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Corynebacterium_stationis_strain_622_DSM_20302_genomic.fasta
Croceibacter_atlanticus_HTCC2559_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Croceibacter_atlanticus_HTCC2559_genomic.fasta
Croceicoccus_naphthovorans_strain_PQ-2_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Croceicoccus_naphthovorans_strain_PQ-2_genomic.fasta
Cupriavidus_sp_USMAA1020_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Cupriavidus_sp_USMAA1020_genomic.fasta
Cyanothece_sp_ATCC_51142_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Cyanothece_sp_ATCC_51142_genomic.fasta
Cyclobacterium_amurskyense_strain_KCTC_12363_genom,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Cyclobacterium_amurskyense_strain_KCTC_12363_genomic.fasta
Cyclobacterium_marinum_DSM_745_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Cyclobacterium_marinum_DSM_745_genomic.fasta
Cycloclasticus_sp_P1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Cycloclasticus_sp_P1_genomic.fasta
Cycloclasticus_zancles_78-ME_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Cycloclasticus_zancles_78-ME_genomic.fasta
Deferribacter_desulfuricans_SSM1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Deferribacter_desulfuricans_SSM1_genomic.fasta
Denitrovibrio_acetiphilus_DSM_12809_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Denitrovibrio_acetiphilus_DSM_12809_genomic.fasta
Desulfobacterium_autotrophicum_HRM2_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Desulfobacterium_autotrophicum_HRM2_genomic.fasta
Desulfobacula_toluolica_Tol2_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Desulfobacula_toluolica_Tol2_genomic.fasta
Desulfocapsa_sulfexigens_DSM_10523_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Desulfocapsa_sulfexigens_DSM_10523_genomic.fasta
Desulfococcus_multivorans_strain_DSM_2059_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Desulfococcus_multivorans_strain_DSM_2059_genomic.fasta
Desulfotalea_psychrophila_LSv54_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Desulfotalea_psychrophila_LSv54_genomic.fasta
Desulfotomaculum_reducens_MI-1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Desulfotomaculum_reducens_MI-1_genomic.fasta
Desulfovibrio_africanus_str_Walvis_Bay_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Desulfovibrio_africanus_str_Walvis_Bay_genomic.fasta
Desulfovibrio_desulfuricans_ND132_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Desulfovibrio_desulfuricans_ND132_genomic.fasta
Desulfovibrio_hydrothermalis_AM13_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Desulfovibrio_hydrothermalis_AM13_genomic.fasta
Desulfovibrio_piezophilus_strain_C1TLV30_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Desulfovibrio_piezophilus_strain_C1TLV30_genomic.fasta
Desulfovibrio_salexigens_DSM_2638_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Desulfovibrio_salexigens_DSM_2638_genomic.fasta
Desulfurobacterium_thermolithotrophum_DSM_11699_ge,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Desulfurobacterium_thermolithotrophum_DSM_11699_genomic.fasta
Dinoroseobacter_shibae_DFL_12_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Dinoroseobacter_shibae_DFL_12_genomic.fasta
Dokdonia_donghaensis_DSW-1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Dokdonia_donghaensis_DSW-1_genomic.fasta
Dokdonia_sp_MED134_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Dokdonia_sp_MED134_genomic.fasta
Dokdonia_sp_PRO95_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Dokdonia_sp_PRO95_genomic.fasta
Donghicola_sp_JLT3646_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Donghicola_sp_JLT3646_genomic.fasta
Draconibacterium_orientale_strain_FH5_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Draconibacterium_orientale_strain_FH5_genomic.fasta
Echinicola_vietnamensis_DSM_17526_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Echinicola_vietnamensis_DSM_17526_genomic.fasta
Edwardsiella_piscicida_strain_S11-285_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Edwardsiella_piscicida_strain_S11-285_genomic.fasta
Edwardsiella_tarda_080813_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Edwardsiella_tarda_080813_genomic.fasta
Edwardsiella_tarda_EIB202_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Edwardsiella_tarda_EIB202_genomic.fasta
endosymbiont_of_unidentified_scaly_snail_isolate_M,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/endosymbiont_of_unidentified_scaly_snail_isolate_Monju_genomic.fasta
Erythrobacter_gangjinensis_strain_JCM_15420_genomi,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Erythrobacter_gangjinensis_strain_JCM_15420_genomic.fasta
Erythrobacter_litoralis_HTCC2594_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Erythrobacter_litoralis_HTCC2594_genomic.fasta
Erythrobacter_litoralis_strain_DSM_8509_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Erythrobacter_litoralis_strain_DSM_8509_genomic.fasta
Erythrobacter_sp_s21-N3_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Erythrobacter_sp_s21-N3_genomic.fasta
Ferrimonas_balearica_DSM_9799_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Ferrimonas_balearica_DSM_9799_genomic.fasta
Ferroglobus_placidus_DSM_10642_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Ferroglobus_placidus_DSM_10642_genomic.fasta
Fervidobacterium_pennivorans_strain_DYC_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Fervidobacterium_pennivorans_strain_DYC_genomic.fasta
Fibrella_aestuarina_strain_BUZ_2_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Fibrella_aestuarina_strain_BUZ_2_genomic.fasta
Filomicrobium_sp_W1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Filomicrobium_sp_W1_genomic.fasta
Flammeovirga_sp_MY04_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Flammeovirga_sp_MY04_genomic.fasta
Flavobacteriaceae_bacterium_MAR_2010_188_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Flavobacteriaceae_bacterium_MAR_2010_188_genomic.fasta
Flavobacteriaceae_bacterium_UJ101_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Flavobacteriaceae_bacterium_UJ101_genomic.fasta
Flavobacterium_psychrophilum_FPG101_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Flavobacterium_psychrophilum_FPG101_genomic.fasta
Flavobacterium_psychrophilum_FPG3_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Flavobacterium_psychrophilum_FPG3_genomic.fasta
Flavobacterium_psychrophilum_strain_CSF259-93_geno,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Flavobacterium_psychrophilum_strain_CSF259-93_genomic.fasta
Flavobacterium_psychrophilum_strain_MH1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Flavobacterium_psychrophilum_strain_MH1_genomic.fasta
Flavobacterium_psychrophilum_strain_PG2_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Flavobacterium_psychrophilum_strain_PG2_genomic.fasta
Flavobacterium_psychrophilum_strain_VQ50_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Flavobacterium_psychrophilum_strain_VQ50_genomic.fasta
Flavobacterium_psychrophilum_V3-5_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Flavobacterium_psychrophilum_V3-5_genomic.fasta
Flavobacterium_psychrophilum_V4-24_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Flavobacterium_psychrophilum_V4-24_genomic.fasta
Flavobacterium_psychrophilum_v4-33_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Flavobacterium_psychrophilum_v4-33_genomic.fasta
Flavobacterium_sp_LPB0076_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Flavobacterium_sp_LPB0076_genomic.fasta
Flexibacter_litoralis_DSM_6794_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Flexibacter_litoralis_DSM_6794_genomic.fasta
Flexistipes_sinusarabici_DSM_4947_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Flexistipes_sinusarabici_DSM_4947_genomic.fasta
Formosa_agariphila_KMM_3901_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Formosa_agariphila_KMM_3901_genomic.fasta
Formosa_haliotis_strain_LMG_28520_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Formosa_haliotis_strain_LMG_28520_genomic.fasta
Formosa_sp_Hel1_33_131_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Formosa_sp_Hel1_33_131_genomic.fasta
Formosa_sp_Hel3_A1_48_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Formosa_sp_Hel3_A1_48_genomic.fasta
Francisella_noatunensis_subsp_orientalis_FNO12_gen,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Francisella_noatunensis_subsp_orientalis_FNO12_genomic.fasta
Francisella_noatunensis_subsp_orientalis_FNO24_gen,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Francisella_noatunensis_subsp_orientalis_FNO24_genomic.fasta
Francisella_noatunensis_subsp_orientalis_LADL-07-2,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Francisella_noatunensis_subsp_orientalis_LADL-07-285A_genomic.fasta
Francisella_noatunensis_subsp_orientalis_strain_FN,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Francisella_noatunensis_subsp_orientalis_strain_FNO01_genomic.fasta
Francisella_noatunensis_subsp_orientalis_strain_FN,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Francisella_noatunensis_subsp_orientalis_strain_FNO190_genomic.fasta
Francisella_sp_FSC1006_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Francisella_sp_FSC1006_genomic.fasta
Francisella_sp_TX077310_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Francisella_sp_TX077310_genomic.fasta
GB02J24_S7_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/GB02J24_S7_contigs.fasta
GB02J33_S8_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/GB02J33_S8_contigs.fasta
GB02J45_S9_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/GB02J45_S9_contigs.fasta
GB02J46_S10_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/GB02J46_S10_contigs.fasta
GB04J27_S10_contigs,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/GB04J27_S10_contigs.fasta
Geobacillus_kaustophilus_HTA426_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Geobacillus_kaustophilus_HTA426_genomic.fasta
Geobacillus_sp_12AMOR1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Geobacillus_sp_12AMOR1_genomic.fasta
Geoglobus_acetivorans_SBH6_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Geoglobus_acetivorans_SBH6_genomic.fasta
Geoglobus_ahangari_strain_234_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Geoglobus_ahangari_strain_234_genomic.fasta
Gillisia_sp_Hel1_33_143_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Gillisia_sp_Hel1_33_143_genomic.fasta
Glaciecola_nitratireducens_FR1064_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Glaciecola_nitratireducens_FR1064_genomic.fasta
Glaciecola_sp_4H-3-7+YE-5_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Glaciecola_sp_4H-3-7+YE-5_genomic.fasta
Gramella_forsetii_KT0803_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Gramella_forsetii_KT0803_genomic.fasta
Gramella_sp_LPB0144_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Gramella_sp_LPB0144_genomic.fasta
Gramella_sp_MAR_2010_102_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Gramella_sp_MAR_2010_102_genomic.fasta
Gramella_sp_MAR_2010_147_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Gramella_sp_MAR_2010_147_genomic.fasta
Hahella_chejuensis_KCTC_2396_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Hahella_chejuensis_KCTC_2396_genomic.fasta
Halanaeroarchaeum_sulfurireducens_strain_M27-SA2_g,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Halanaeroarchaeum_sulfurireducens_strain_M27-SA2_genomic.fasta
Haliangium_ochraceum_DSM_14365_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Haliangium_ochraceum_DSM_14365_genomic.fasta
haloarchaeon_HSR6_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/haloarchaeon_HSR6_genomic.fasta
Haloarcula_hispanica_ATCC_33960_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Haloarcula_hispanica_ATCC_33960_genomic.fasta
Haloarcula_sp_CBA1115_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Haloarcula_sp_CBA1115_genomic.fasta
Haloferax_gibbonsii_strain_ARA6_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Haloferax_gibbonsii_strain_ARA6_genomic.fasta
Haloferax_mediterranei_ATCC_33500_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Haloferax_mediterranei_ATCC_33500_genomic.fasta
Halogeometricum_borinquense_DSM_11551_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Halogeometricum_borinquense_DSM_11551_genomic.fasta
Halolamina_sediminis_strain_halo7_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Halolamina_sediminis_strain_halo7_genomic.fasta
Halolamina_sediminis_strain_Hb3_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Halolamina_sediminis_strain_Hb3_genomic.fasta
Halomonas_elongata_DSM_2581_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Halomonas_elongata_DSM_2581_genomic.fasta
Halomonas_sp_A3H3_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Halomonas_sp_A3H3_genomic.fasta
Halomonas_spR57-5_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Halomonas_spR57-5_genomic.fasta
Haloquadratum_walsbyi_C23_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Haloquadratum_walsbyi_C23_genomic.fasta
Haloquadratum_walsbyi_DSM_16790_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Haloquadratum_walsbyi_DSM_16790_genomic.fasta
Halorhabdus_tiamatea_SARL4B_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Halorhabdus_tiamatea_SARL4B_genomic.fasta
Helicobacter_cetorum_MIT_00-7128_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Helicobacter_cetorum_MIT_00-7128_genomic.fasta
Helicobacter_cetorum_MIT_99-5656_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Helicobacter_cetorum_MIT_99-5656_genomic.fasta
Helicobacter_sp_MIT_01-6242_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Helicobacter_sp_MIT_01-6242_genomic.fasta
hermovibrio_ammonificans_HB-1_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/hermovibrio_ammonificans_HB-1_genomic.fasta
Hippea_maritima_DSM_10411_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Hippea_maritima_DSM_10411_genomic.fasta
Hirschia_baltica_ATCC_49814_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Hirschia_baltica_ATCC_49814_genomic.fasta
Hoeflea_sp_IMCC20628_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Hoeflea_sp_IMCC20628_genomic.fasta
Hydrogenophaga_sp_LPB0072_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Hydrogenophaga_sp_LPB0072_genomic.fasta
Hyperthermus_butylicus_DSM_5456_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Hyperthermus_butylicus_DSM_5456_genomic.fasta
Hyphomicrobium_nitrativorans_NL23_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Hyphomicrobium_nitrativorans_NL23_genomic.fasta
Hyphomonas_neptunium_ATCC_15444_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Hyphomonas_neptunium_ATCC_15444_genomic.fasta
Hyphomonas_sp_Mor2_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Hyphomonas_sp_Mor2_genomic.fasta
Idiomarina_loihiensis_L2TR_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Idiomarina_loihiensis_L2TR_genomic.fasta
Ignicoccus_hospitalis_KIN4_I_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Ignicoccus_hospitalis_KIN4_I_genomic.fasta
Ignicoccus_islandicus_DSM_13165_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Ignicoccus_islandicus_DSM_13165_genomic.fasta
Ilumatobacter_coccineum_YM16-304_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Ilumatobacter_coccineum_YM16-304_genomic.fasta
Ilyobacter_polytropus_DSM_2926_genomic,/hps/nobackup/rdf/metagenomics/service-team/users/timrozday/cami/marine/simulation_short_read/genomes/Ilyobacter_polytropus_DSM_2926_genomic.fasta
